PERFUME_ID,OCCASION,VOTE,LOAD_DT
8472,Daily,32,2026-01-20 08:41:50
8472,Leisure,30,2026-01-20 08:41:50
8472,Business,21,2026-01-20 08:41:50
8473,Daily,514,2026-01-20 08:41:50
8473,Business,482,2026-01-20 08:41:50
8473,Leisure,458,2026-01-20 08:41:50
8473,Evening,430,2026-01-20 08:41:50
8473,Night Out,404,2026-01-20 08:41:50
8473,Sport,145,2026-01-20 08:41:50
8474,Leisure,9,2026-01-20 08:41:50
8474,Daily,7,2026-01-20 08:41:50
8474,Sport,7,2026-01-20 08:41:50
8474,Business,5,2026-01-20 08:41:50
8476,Leisure,45,2026-01-20 08:41:50
8476,Daily,40,2026-01-20 08:41:50
8476,Night Out,39,2026-01-20 08:41:50
8476,Evening,38,2026-01-20 08:41:50
8476,Business,34,2026-01-20 08:41:50
8477,Daily,4,2026-01-20 08:41:50
8477,Sport,4,2026-01-20 08:41:50
8477,Leisure,4,2026-01-20 08:41:50
8477,Business,3,2026-01-20 08:41:50
8477,Evening,1,2026-01-20 08:41:50
8478,Daily,2,2026-01-20 08:41:50
8478,Evening,2,2026-01-20 08:41:50
8478,Leisure,1,2026-01-20 08:41:50
8478,Night Out,1,2026-01-20 08:41:50
8478,Business,1,2026-01-20 08:41:50
8482,Daily,5,2026-01-20 08:41:50
8482,Leisure,5,2026-01-20 08:41:50
8482,Business,5,2026-01-20 08:41:50
8482,Evening,4,2026-01-20 08:41:50
8482,Sport,3,2026-01-20 08:41:50
8482,Night Out,2,2026-01-20 08:41:50
8488,Daily,59,2026-01-20 08:41:50
8488,Leisure,57,2026-01-20 08:41:50
8488,Business,53,2026-01-20 08:41:50
8488,Evening,42,2026-01-20 08:41:50
8488,Night Out,31,2026-01-20 08:41:50
8489,Daily,5,2026-01-20 08:41:50
8489,Leisure,4,2026-01-20 08:41:50
8489,Business,4,2026-01-20 08:41:50
8489,Sport,1,2026-01-20 08:41:50
8489,Night Out,1,2026-01-20 08:41:50
8489,Evening,1,2026-01-20 08:41:50
8490,Daily,4,2026-01-20 08:41:50
8490,Leisure,4,2026-01-20 08:41:50
8490,Evening,4,2026-01-20 08:41:50
8490,Night Out,3,2026-01-20 08:41:50
8490,Sport,1,2026-01-20 08:41:50
8491,Leisure,2,2026-01-20 08:41:50
8491,Business,2,2026-01-20 08:41:50
8491,Daily,1,2026-01-20 08:41:50
8491,Night Out,1,2026-01-20 08:41:50
8491,Evening,1,2026-01-20 08:41:50
8492,Daily,432,2026-01-20 08:41:50
8492,Business,423,2026-01-20 08:41:50
8492,Leisure,388,2026-01-20 08:41:50
8492,Evening,218,2026-01-20 08:41:50
8492,Night Out,200,2026-01-20 08:41:50
8492,Sport,150,2026-01-20 08:41:50
8493,Leisure,33,2026-01-20 08:41:50
8493,Evening,27,2026-01-20 08:41:50
8493,Night Out,24,2026-01-20 08:41:50
8493,Daily,20,2026-01-20 08:41:50
8493,Business,15,2026-01-20 08:41:50
8493,Sport,5,2026-01-20 08:41:50
8494,Daily,4,2026-01-20 08:41:50
8494,Sport,4,2026-01-20 08:41:50
8494,Leisure,4,2026-01-20 08:41:50
8494,Business,4,2026-01-20 08:41:50
8495,Leisure,1,2026-01-20 08:41:50
8495,Night Out,1,2026-01-20 08:41:50
8495,Business,1,2026-01-20 08:41:50
8497,Evening,390,2026-01-20 08:41:50
8497,Night Out,355,2026-01-20 08:41:50
8497,Leisure,238,2026-01-20 08:41:50
8497,Daily,225,2026-01-20 08:41:50
8497,Business,194,2026-01-20 08:41:50
8498,Leisure,5,2026-01-20 08:41:50
8498,Daily,4,2026-01-20 08:41:50
8498,Sport,2,2026-01-20 08:41:50
8498,Business,1,2026-01-20 08:41:50
8499,Leisure,1,2026-01-20 08:41:50
8499,Night Out,1,2026-01-20 08:41:50
8499,Business,1,2026-01-20 08:41:50
8499,Evening,1,2026-01-20 08:41:50
8500,Evening,347,2026-01-20 08:41:50
8500,Night Out,334,2026-01-20 08:41:50
8500,Leisure,245,2026-01-20 08:41:50
8500,Daily,202,2026-01-20 08:41:50
8500,Business,178,2026-01-20 08:41:50
8502,Leisure,21,2026-01-20 08:41:50
8502,Daily,19,2026-01-20 08:41:50
8502,Business,19,2026-01-20 08:41:50
8502,Evening,15,2026-01-20 08:41:50
8502,Night Out,13,2026-01-20 08:41:50
8502,Sport,9,2026-01-20 08:41:50
8505,Evening,376,2026-01-20 08:41:50
8505,Night Out,343,2026-01-20 08:41:50
8505,Daily,204,2026-01-20 08:41:50
8505,Leisure,173,2026-01-20 08:41:50
8505,Business,166,2026-01-20 08:41:50
8506,Daily,34,2026-01-20 08:41:50
8506,Leisure,33,2026-01-20 08:41:50
8506,Business,31,2026-01-20 08:41:50
8506,Evening,16,2026-01-20 08:41:50
8506,Night Out,14,2026-01-20 08:41:50
8506,Sport,9,2026-01-20 08:41:50
8507,Night Out,2,2026-01-20 08:41:50
8507,Business,2,2026-01-20 08:41:50
8507,Daily,1,2026-01-20 08:41:50
8507,Leisure,1,2026-01-20 08:41:50
8507,Evening,1,2026-01-20 08:41:50
8509,Daily,293,2026-01-20 08:41:50
8509,Business,277,2026-01-20 08:41:50
8509,Leisure,267,2026-01-20 08:41:50
8509,Evening,200,2026-01-20 08:41:50
8509,Night Out,194,2026-01-20 08:41:50
8509,Sport,56,2026-01-20 08:41:50
