perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link	total_votes
P_08947	Zest Z&T	BorntoStandOut	2022.0		Honorine Blanc	{'Citrus': '7', 'Spicy': '13', 'Synthetic': '6', 'Woody': '5', 'Green': '12', 'Fruity': '3', 'Fresh': '14'}	{'Masculine': '14', 'Feminine': '3', 'Classic': '4', 'Modern': '7'}	{'Winter': '2', 'Fall': '8', 'Summer': '15', 'Spring': '15'}	{'Daily': '13', 'Sport': '6', 'Leisure': '14', 'Night Out': '3', 'Business': '13', 'Evening': '4'}	Lemon vervain, Gin, Guatemala cardamom, Juniper, Pink pepper	Black pepper, Clary sage, Indian coriander	Indonesian patchouli, Philippine elemi, Virginia cedar		https://media.parfumo.com/perfume_social/78/784e59-zest-z-t-borntostandout_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/borntostandout/zest-z-t	60
P_08948	Coco Mademoiselle L'Eau Privée	Chanel	2020.0		Olivier Polge	{'Citrus': '20', 'Spicy': '10', 'Sweet': '17', 'Powdery': '26', 'Oriental': '10', 'Fruity': '34', 'Fresh': '38', 'Creamy': '11', 'Floral': '51'}	{'Feminine': '58', 'Classic': '30', 'Modern': '34'}	{'Winter': '23', 'Fall': '36', 'Summer': '46', 'Spring': '50'}	{'Daily': '47', 'Sport': '10', 'Leisure': '43', 'Night Out': '12', 'Business': '35', 'Evening': '21'}	Mandarin orange, White musk, Rose, Jasmine absolute	Mandarin orange, White musk, Rose, Jasmine absolute	Mandarin orange, White musk, Rose, Jasmine absolute		https://media.parfumo.com/perfume_social/97/97f321-coco-mademoiselle-l-eau-privee-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/coco-mademoiselle-l-eau-privee	217
P_08952	La Pausa	Chanel	2016.0	Eau de Parfum	Jacques Polge	{'Powdery': '55', 'Woody': '33', 'Green': '55', 'Fresh': '28', 'Floral': '44'}	{'Masculine': '38', 'Feminine': '63', 'Classic': '36', 'Modern': '21'}	{'Winter': '26', 'Fall': '43', 'Summer': '50', 'Spring': '59'}	{'Daily': '57', 'Sport': '11', 'Leisure': '56', 'Night Out': '23', 'Business': '54', 'Evening': '26'}	French iris pallida, Vetiver, Pink pepper	French iris pallida, Vetiver, Pink pepper	French iris pallida, Vetiver, Pink pepper		https://media.parfumo.com/perfume_social/58/583bc7-la-pausa-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__La_Pausa_Eau_de_Parfum	215
P_08954	White Linen Breeze	Estee Lauder	1996.0		Sophia Grojsman	{'Citrus': '3', 'Woody': '6', 'Green': '7', 'Fresh': '15', 'Floral': '13', 'Aquatic': '8'}	{'Masculine': '3', 'Feminine': '16', 'Classic': '4', 'Modern': '5'}	{'Winter': '4', 'Fall': '9', 'Summer': '13', 'Spring': '16'}	{'Daily': '14', 'Sport': '5', 'Leisure': '13', 'Night Out': '6', 'Business': '14', 'Evening': '5'}	Waterlily, Honeysuckle, Marine notes, Orchid	Bulgarian rose, Jasmine	Musk, Sandalwood, Vetiver		https://media.parfumo.com/perfume_social/18/18d925-white-linen-breeze-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/White_Linen_Breeze	52
P_08959	Bel Respiro	Chanel	2016.0	Eau de Parfum	Jacques Polge	{'Spicy': '16', 'Powdery': '21', 'Leathery': '22', 'Woody': '23', 'Green': '63', 'Fresh': '43', 'Floral': '33'}	{'Masculine': '39', 'Feminine': '62', 'Classic': '31', 'Modern': '22'}	{'Winter': '20', 'Fall': '28', 'Summer': '53', 'Spring': '58'}	{'Daily': '52', 'Sport': '19', 'Leisure': '51', 'Night Out': '18', 'Business': '51', 'Evening': '18'}	Green notes, Aromatic notes, Leather	Green notes, Aromatic notes, Leather	Green notes, Aromatic notes, Leather		https://media.parfumo.com/perfume_social/c3/c33737-bel-respiro-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Bel_Respiro_Eau_de_Parfum	221
P_08960	Burnt Roses	BorntoStandOut	2022.0		Florian Gallo	{'Spicy': '13', 'Sweet': '3', 'Smoky': '10', 'Woody': '11', 'Fresh': '5', 'Floral': '14'}	{'Masculine': '6', 'Feminine': '15', 'Classic': '6', 'Modern': '4'}	{'Winter': '8', 'Fall': '13', 'Summer': '7', 'Spring': '8'}	{'Daily': '6', 'Leisure': '11', 'Night Out': '10', 'Business': '9', 'Evening': '11'}	Aldehydes, Ozonic notes, Black pepper, Salt	Bulgarian rose, Cinnamon, Cachalox, Lavender, Oakmoss	Frankincense, Ambergris, Cashmeran, Indonesian patchouli, Sandalwood		https://media.parfumo.com/perfume_social/3d/3d7b6b-burnt-roses-borntostandout_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/borntostandout/burnt-roses	56
P_08964	1932	Chanel	2016.0	Eau de Parfum	Jacques Polge	{'Spicy': '14', 'Sweet': '21', 'Powdery': '54', 'Woody': '31', 'Green': '29', 'Fresh': '27', 'Creamy': '28', 'Floral': '72'}	{'Masculine': '15', 'Feminine': '77', 'Classic': '48', 'Modern': '25'}	{'Winter': '30', 'Fall': '55', 'Summer': '50', 'Spring': '70'}	{'Daily': '54', 'Leisure': '57', 'Night Out': '37', 'Business': '54', 'Evening': '36'}	Aldehydes, Bergamot, Neroli	Jasmine, Ylang-ylang, Carnation, Lilac, Rose	Ambrette, Iris, Musk, Opoponax, Sandalwood, Vetiver, Iralia®, Vanilla, Coumarin, Frankincense		https://media.parfumo.com/perfume_social/a0/a0c3ab-1932-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__1932_Eau_de_Parfum	276
P_08967	N°1 L'Eau Rouge	Chanel	2022.0		Olivier Polge	{'Citrus': '14', 'Sweet': '16', 'Powdery': '23', 'Fruity': '34', 'Fresh': '32', 'Creamy': '46', 'Floral': '57'}	{'Masculine': '6', 'Feminine': '57', 'Classic': '29', 'Modern': '35'}	{'Winter': '30', 'Fall': '36', 'Summer': '55', 'Spring': '58'}	{'Daily': '57', 'Sport': '28', 'Leisure': '55', 'Night Out': '13', 'Business': '49', 'Evening': '19'}	Red fruits, Citrus fruits	Rose, Jasmine	Musk, Iris		https://media.parfumo.com/perfume_social/fd/fd3dfa-n-1-l-eau-rouge-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/n-1-l-eau-rouge	222
P_08971	Coco	Chanel	1984.0	Parfum	Jacques Polge	{'Spicy': '35', 'Sweet': '17', 'Powdery': '12', 'Oriental': '40', 'Woody': '13', 'Resinous': '21', 'Fruity': '10', 'Floral': '41', 'Animal': '14'}	{'Masculine': '15', 'Feminine': '47', 'Classic': '29', 'Modern': '13'}	{'Winter': '45', 'Fall': '45', 'Summer': '18', 'Spring': '27'}	{'Daily': '18', 'Leisure': '25', 'Night Out': '42', 'Business': '15', 'Evening': '43'}	Coriander, Frangipani, Mandarin orange, Pimento	Angelica, Ylang-ylang, Orange blossom, Rose, Cinnamon, Iris, Jasmine	Benzoin, Frankincense, Honey, Patchouli, Amber, Musk, Tonka bean, Civet		https://media.parfumo.com/perfume_social/b4/b4750a-coco-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Coco_Parfum	203
P_08983	N°18	Chanel	2016.0	Eau de Parfum	Jacques Polge	{'Spicy': '10', 'Powdery': '24', 'Woody': '36', 'Green': '13', 'Fruity': '31', 'Fresh': '27', 'Floral': '45'}	{'Masculine': '26', 'Feminine': '51', 'Classic': '25', 'Modern': '21'}	{'Winter': '22', 'Fall': '41', 'Summer': '37', 'Spring': '48'}	{'Daily': '45', 'Leisure': '47', 'Night Out': '24', 'Business': '42', 'Evening': '29'}	Ambrette, Floral notes, Fruits, Iris, Woods	Ambrette, Floral notes, Fruits, Iris, Woods	Ambrette, Floral notes, Fruits, Iris, Woods		https://media.parfumo.com/perfume_social/11/11a60b-n-18-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__N18_Eau_de_Parfum	186
P_08986	Bois des Îles	Chanel	1926.0	Parfum	Ernest Beaux	{'Spicy': '20', 'Powdery': '20', 'Oriental': '13', 'Woody': '37', 'Resinous': '12', 'Fruity': '10', 'Fresh': '9', 'Earthy': '10', 'Creamy': '10', 'Floral': '30'}	{'Masculine': '27', 'Feminine': '39', 'Classic': '20', 'Modern': '13'}	{'Winter': '29', 'Fall': '36', 'Summer': '21', 'Spring': '31'}	{'Daily': '26', 'Leisure': '22', 'Night Out': '31', 'Business': '20', 'Evening': '39'}	Aldehydes, Peach, Bergamot, Coriander, Neroli	Orris root, Rose, Iris, Jasmine, Lilac, Lily of the valley, Ylang-ylang	Sandalwood, Amber, Musk, Tonka bean, Vetiver, Benzoin, Opoponax		https://media.parfumo.com/perfume_social/3b/3be0f7-bois-des-iles-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/bois-des-iles-parfum	171
P_08991	Cuir de RussieRussia Leather	Chanel	1927.0	Parfum	Ernest Beaux	{'Spicy': '31', 'Smoky': '20', 'Leathery': '45', 'Woody': '24', 'Resinous': '10', 'Floral': '30', 'Animal': '24'}	{'Masculine': '34', 'Feminine': '42', 'Classic': '22', 'Modern': '8'}	{'Winter': '37', 'Fall': '38', 'Summer': '12', 'Spring': '27'}	{'Daily': '10', 'Leisure': '19', 'Night Out': '35', 'Business': '13', 'Evening': '39'}	Clary sage, Mandarin orange, Bergamot, Lemon, Orange blossom	Iris, Ylang-ylang, Carnation, Cedar, Jasmine, Rose, Vetiver	Leather, Amber, Heliotrope, Vanilla		https://media.parfumo.com/perfume_social/c2/c2a299_cuir-de-russie-parfum-russia-leather-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/cuir-de-russie-parfum-russia-leather	184
P_08998	N°22	Chanel	1922.0	Parfum	Ernest Beaux	{'Spicy': '11', 'Sweet': '13', 'Smoky': '13', 'Powdery': '28', 'Woody': '7', 'Green': '7', 'Fresh': '7', 'Chypre': '8', 'Floral': '27'}	{'Masculine': '14', 'Feminine': '32', 'Classic': '19', 'Modern': '7'}	{'Winter': '23', 'Fall': '24', 'Summer': '16', 'Spring': '27'}	{'Daily': '22', 'Leisure': '22', 'Night Out': '23', 'Business': '14', 'Evening': '25'}	Aldehydes, Lily of the valley, Neroli, Orange blossom, Tuberose, Lily	Ylang-ylang, Jasmine, Rose, Nutmeg	Frankincense, Iris, Vanilla, Vetiver		https://media.parfumo.com/perfume_social/f5/f50f40-n-22-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/No_22	121
P_09006	N°5	Chanel	1921.0	Eau de Cologne	Ernest Beaux	{'Spicy': '15', 'Synthetic': '10', 'Powdery': '26', 'Woody': '15', 'Earthy': '21', 'Chypre': '18', 'Floral': '34', 'Animal': '17'}	{'Masculine': '18', 'Feminine': '33', 'Classic': '24', 'Modern': '5'}	{'Winter': '28', 'Fall': '31', 'Summer': '18', 'Spring': '30'}	{'Daily': '22', 'Leisure': '20', 'Night Out': '25', 'Business': '17', 'Evening': '31'}	Aldehydes, Bergamot, Lemon, Neroli, Ylang-ylang	Iris, Jasmine, Lily of the valley, Rose, Violet root	Musk, Civet, Patchouli, Sandalwood, Amber, Oakmoss, Vanilla, Vetiver		https://media.parfumo.com/perfume_social/a0/a03efb-n-5-eau-de-cologne-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Eau_de_Cologne_No_5	156
P_09011	Coromandel	Chanel	2019.0	Parfum	Jacques Polge,Christopher Sheldrake	{'Spicy': '19', 'Sweet': '10', 'Powdery': '9', 'Oriental': '13', 'Woody': '13', 'Resinous': '11', 'Earthy': '19', 'Floral': '11'}	{'Masculine': '20', 'Feminine': '26', 'Classic': '15', 'Modern': '8'}	{'Winter': '20', 'Fall': '23', 'Summer': '8', 'Spring': '11'}	{'Daily': '12', 'Leisure': '14', 'Night Out': '22', 'Business': '10', 'Evening': '22'}	Bitter orange, Citrus fruits, Neroli	Patchouli, Orris root, Jasmine, Rose	Amber, Benzoin, Frankincense, Musk, Vanilla, White chocolate, Woods		https://media.parfumo.com/perfume_social/74/743b3a-coromandel-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/coromandel-parfum	105
P_09014	Coco Noir	Chanel	2014.0	Extrait de Parfum	Jacques Polge	{'Spicy': '8', 'Sweet': '14', 'Powdery': '6', 'Oriental': '13', 'Woody': '8', 'Gourmand': '5', 'Fruity': '15', 'Earthy': '6', 'Floral': '20'}	{'Masculine': '12', 'Feminine': '22', 'Classic': '11', 'Modern': '6'}	{'Winter': '20', 'Fall': '23', 'Summer': '9', 'Spring': '13'}	{'Daily': '6', 'Leisure': '11', 'Night Out': '20', 'Business': '7', 'Evening': '22'}	Patchouli, Bergamot, May rose, Tonka bean, Vanilla, Sandalwood, Geranium leaf, Grapefruit, Jasmine absolute	Patchouli, Bergamot, May rose, Tonka bean, Vanilla, Sandalwood, Geranium leaf, Grapefruit, Jasmine absolute	Patchouli, Bergamot, May rose, Tonka bean, Vanilla, Sandalwood, Geranium leaf, Grapefruit, Jasmine absolute		https://media.parfumo.com/perfume_social/78/78ff47-coco-noir-extrait-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Coco_Noir_Extrait_de_Parfum	95
P_09018	Allure	Chanel	1996.0	Parfum		{'Citrus': '10', 'Sweet': '8', 'Powdery': '20', 'Woody': '7', 'Green': '6', 'Fruity': '12', 'Fresh': '11', 'Creamy': '15', 'Floral': '27'}	{'Masculine': '4', 'Feminine': '27', 'Classic': '13', 'Modern': '12'}	{'Winter': '18', 'Fall': '19', 'Summer': '22', 'Spring': '25'}	{'Daily': '13', 'Leisure': '20', 'Night Out': '18', 'Business': '10', 'Evening': '22'}	Mandarin orange, May rose, Rose, Vanilla	Mandarin orange, May rose, Rose, Vanilla	Mandarin orange, May rose, Rose, Vanilla		https://media.parfumo.com/perfume_social/f9/f99961-allure-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Allure_Parfum	116
P_09020	Youth-Dew	Estee Lauder		Eau de Cologne	Josephine Catapano	{'Spicy': '7', 'Sweet': '5', 'Smoky': '4', 'Powdery': '3', 'Oriental': '7', 'Woody': '6', 'Resinous': '7', 'Earthy': '5', 'Creamy': '3', 'Floral': '7', 'Animal': '4'}	{'Masculine': '4', 'Feminine': '6', 'Classic': '5', 'Modern': '2'}	{'Winter': '7', 'Fall': '6', 'Summer': '1', 'Spring': '3'}	{'Daily': '3', 'Leisure': '4', 'Night Out': '7', 'Business': '2', 'Evening': '7'}	Jonquil, Lavender, Rose	Spices, Jasmine, Lily of the valley	Moss, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/81/819b77-youth-dew-eau-de-cologne-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Youth_Dew_Eau_de_Cologne	58
P_09022	Eternity Intense	Calvin Klein	2016.0			{'Spicy': '12', 'Synthetic': '17', 'Sweet': '34', 'Powdery': '52', 'Woody': '12', 'Fruity': '14', 'Creamy': '24', 'Floral': '56'}	{'Masculine': '7', 'Feminine': '62', 'Classic': '24', 'Modern': '23'}	{'Winter': '37', 'Fall': '53', 'Summer': '27', 'Spring': '52'}	{'Daily': '48', 'Leisure': '47', 'Night Out': '25', 'Business': '46', 'Evening': '29'}	Iris, Blossoms, Bergamot	Orris concrete, Osmanthus, Rose	Musk, Vanilla, Benzoin		https://media.parfumo.com/perfume_social/2c/2c31bd-eternity-intense-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Intense	221
P_09024	Bottega Veneta	Bottega Veneta	2011.0	Eau de Parfum	Michel Almairac	{'Spicy': '167', 'Sweet': '63', 'Powdery': '178', 'Leathery': '284', 'Woody': '140', 'Fresh': '67', 'Earthy': '85', 'Chypre': '105', 'Floral': '130'}	{'Masculine': '112', 'Feminine': '326', 'Classic': '154', 'Modern': '81'}	{'Winter': '236', 'Fall': '308', 'Summer': '120', 'Spring': '223'}	{'Daily': '247', 'Leisure': '204', 'Night Out': '199', 'Business': '234', 'Evening': '215'}	Pink pepper, Bergamot	Spices, Jasmine, Plum	Leather, Patchouli, Oakmoss		https://media.parfumo.com/perfume_social/19/19d870-bottega-veneta-eau-de-parfum-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta	1219
P_09026	Euphoria Blossom	Calvin Klein	2006.0		Carlos Benaïm,Loc Dong	{'Synthetic': '12', 'Sweet': '15', 'Powdery': '8', 'Woody': '13', 'Green': '11', 'Fruity': '30', 'Fresh': '33', 'Floral': '50'}	{'Feminine': '47', 'Classic': '11', 'Modern': '26'}	{'Winter': '7', 'Fall': '16', 'Summer': '38', 'Spring': '45'}	{'Daily': '44', 'Sport': '9', 'Leisure': '40', 'Night Out': '10', 'Business': '36', 'Evening': '13'}	Green notes, Kumquat, Pomegranate	Lotus, Orchid, Pink peony	White amber, Blond woods, Musk		https://media.parfumo.com/perfume_social/63/63e5f4-euphoria-blossom-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Euphoria_Blossom	172
P_09028	Bottega Veneta pour Homme	Bottega Veneta	2013.0	Eau de Toilette	Daniela Andrier,Antoine Maisondieu	{'Citrus': '50', 'Spicy': '155', 'Leathery': '120', 'Woody': '170', 'Resinous': '95', 'Green': '75', 'Fresh': '93'}	{'Masculine': '198', 'Feminine': '30', 'Classic': '88', 'Modern': '67'}	{'Winter': '116', 'Fall': '176', 'Summer': '80', 'Spring': '158'}	{'Daily': '145', 'Leisure': '138', 'Night Out': '106', 'Business': '153', 'Evening': '114'}	Juniper, Siberian stone pine, Calabrian bergamot	Balsam fir resin, Clary sage, Labdanum, Pimento	Leather, Indonesian patchouli		https://media.parfumo.com/perfume_social/d2/d2b39a-bottega-veneta-pour-homme-eau-de-toilette-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_pour_Homme_Eau_de_Toilette	758
P_09031	CK One Summer 2014	Calvin Klein	2014.0		Richard Herpin,DSM-Firmenich	{'Citrus': '44', 'Spicy': '13', 'Synthetic': '22', 'Sweet': '18', 'Green': '20', 'Fruity': '37', 'Fresh': '46', 'Aquatic': '25'}	{'Masculine': '43', 'Feminine': '33', 'Classic': '11', 'Modern': '38'}	{'Summer': '51', 'Spring': '35'}	{'Daily': '41', 'Sport': '38', 'Leisure': '47', 'Night Out': '13', 'Business': '26', 'Evening': '10'}	Lime, Lemon, Melon, Grapefruit	Tequila, Cypress, White freesia	Cedar, Coconut water, Sugar		https://media.parfumo.com/perfume_social/ed/edd93f-ck-one-summer-2014-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2014	225
P_09032	Illusione	Bottega Veneta	2019.0	Eau de Parfum	Annick Ménardo,Amandine Clerc-Marie	{'Citrus': '63', 'Sweet': '49', 'Woody': '78', 'Green': '41', 'Fruity': '63', 'Fresh': '107', 'Creamy': '39', 'Floral': '98'}	{'Masculine': '18', 'Feminine': '140', 'Classic': '50', 'Modern': '66'}	{'Winter': '27', 'Fall': '72', 'Summer': '127', 'Spring': '128'}	{'Daily': '129', 'Sport': '31', 'Leisure': '123', 'Night Out': '36', 'Business': '121', 'Evening': '33'}	Blackcurrant, Bergamot	Orange blossom, Fig leaf	Olive wood, Tonka bean		https://media.parfumo.com/perfume_social/0a/0a52ea-illusione-eau-de-parfum-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Illusione_Eau_de_Parfum	538
P_09035	Obsessed for Women	Calvin Klein	2017.0	Eau de Parfum	Honorine Blanc,Annick Ménardo	{'Citrus': '19', 'Spicy': '18', 'Synthetic': '22', 'Sweet': '14', 'Woody': '10', 'Fresh': '42', 'Creamy': '17', 'Floral': '31'}	{'Masculine': '18', 'Feminine': '47', 'Classic': '17', 'Modern': '28'}	{'Winter': '13', 'Fall': '23', 'Summer': '37', 'Spring': '44'}	{'Daily': '43', 'Sport': '17', 'Leisure': '41', 'Business': '39', 'Evening': '13'}	Citrus notes, Neroli, Elemi resin	White lavender, Salvia leucophylla, Violet leaf absolute	Ambrette, Helvetolide®, Muscenone®		https://media.parfumo.com/perfume_social/57/576518-obsessed-for-women-eau-de-parfum-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Obsessed_for_Women_Eau_de_Parfum	173
P_09036	Knot	Bottega Veneta	2014.0		Daniela Andrier	{'Citrus': '67', 'Spicy': '37', 'Sweet': '52', 'Powdery': '33', 'Woody': '30', 'Fruity': '69', 'Fresh': '99', 'Floral': '125'}	{'Masculine': '16', 'Feminine': '144', 'Classic': '65', 'Modern': '49'}	{'Winter': '57', 'Fall': '101', 'Summer': '103', 'Spring': '125'}	{'Daily': '111', 'Leisure': '104', 'Night Out': '73', 'Business': '100', 'Evening': '80'}	Orange blossom, Neroli, Clementine, Lime, Mandarin orange	Lavender, Peony, White rose	Musk, Tonka bean		https://media.parfumo.com/perfume_social/5d/5db51b-knot-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Knot	512
P_09040	Illusione	Bottega Veneta	2019.0	Eau de Toilette	Antoine Maisondieu	{'Citrus': '108', 'Spicy': '50', 'Sweet': '25', 'Woody': '102', 'Resinous': '27', 'Green': '61', 'Fresh': '75', 'Creamy': '31'}	{'Masculine': '120', 'Feminine': '29', 'Classic': '54', 'Modern': '52'}	{'Winter': '24', 'Fall': '73', 'Summer': '105', 'Spring': '112'}	{'Daily': '102', 'Sport': '29', 'Leisure': '102', 'Night Out': '47', 'Business': '98', 'Evening': '45'}	Lemon, Bitter orange	White cedarwood, Fir balsam	Tonka bean, Vetiver		https://media.parfumo.com/perfume_social/ee/eec595-illusione-eau-de-toilette-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Illusione_Eau_de_Toilette	479
P_09043	Eternity Now for Men	Calvin Klein	2015.0		IFF (International Flavors & Fragrances)Ann GottliebProduct developer	{'Spicy': '11', 'Synthetic': '19', 'Sweet': '32', 'Powdery': '9', 'Woody': '11', 'Gourmand': '11', 'Fruity': '23', 'Fresh': '19', 'Creamy': '10'}	{'Masculine': '38', 'Feminine': '5', 'Classic': '5', 'Modern': '35'}	{'Winter': '15', 'Fall': '26', 'Summer': '25', 'Spring': '32'}	{'Daily': '28', 'Sport': '6', 'Leisure': '32', 'Night Out': '14', 'Business': '19', 'Evening': '16'}	Coconut water, Ginger, Star anise	Starfruit, Cedar leaf, Patchouli	Bourbon vanilla, Atlas cedar, Tonka bean		https://media.parfumo.com/perfume_social/e4/e43342-eternity-now-for-men-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Now_for_Men	145
P_09044	Bottega Veneta Essence Aromatique	Bottega Veneta	2014.0		Michel Almairac	{'Citrus': '37', 'Spicy': '92', 'Sweet': '28', 'Powdery': '60', 'Woody': '65', 'Green': '64', 'Fresh': '72', 'Floral': '36'}	{'Masculine': '64', 'Feminine': '110', 'Classic': '49', 'Modern': '49'}	{'Winter': '43', 'Fall': '77', 'Summer': '89', 'Spring': '96'}	{'Daily': '102', 'Sport': '31', 'Leisure': '103', 'Night Out': '39', 'Business': '97', 'Evening': '42'}	Coriander, Bergamot	Patchouli, White rose	Sandalwood, Tonka bean, Vanilla		https://media.parfumo.com/perfume_social/21/21b7d4-bottega-veneta-essence-aromatique-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_Essence_Aromatique	454
P_09046	Jimmy Choo	Jimmy Choo	2011.0	Eau de Parfum	Olivier Polge	{'Spicy': '24', 'Sweet': '99', 'Powdery': '28', 'Oriental': '37', 'Woody': '28', 'Gourmand': '57', 'Fruity': '82', 'Fresh': '29', 'Floral': '61'}	{'Masculine': '9', 'Feminine': '120', 'Classic': '39', 'Modern': '56'}	{'Winter': '85', 'Fall': '107', 'Summer': '46', 'Spring': '88'}	{'Daily': '82', 'Leisure': '84', 'Night Out': '85', 'Business': '70', 'Evening': '93'}	Pear, Italian orange	Tiger orchid	Toffee, Indonesian patchouli		https://media.parfumo.com/perfume_social/f3/f339df-jimmy-choo-eau-de-parfum-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo	445
P_09047	Bottega Veneta pour Homme Extrême	Bottega Veneta	2015.0		Antoine Maisondieu,Daniela Andrier	{'Spicy': '68', 'Sweet': '19', 'Leathery': '75', 'Woody': '80', 'Resinous': '37', 'Green': '24', 'Fresh': '32', 'Earthy': '19'}	{'Masculine': '92', 'Classic': '46', 'Modern': '30'}	{'Winter': '58', 'Fall': '83', 'Summer': '33', 'Spring': '63'}	{'Daily': '64', 'Leisure': '65', 'Night Out': '58', 'Business': '66', 'Evening': '66'}	Woody notes, Leather, Pimento, Labdanum	Woody notes, Leather, Pimento, Labdanum	Woody notes, Leather, Pimento, Labdanum		https://media.parfumo.com/perfume_social/d7/d711e8-bottega-veneta-pour-homme-extreme-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_pour_Homme_Extrme	354
P_09048	Endless Euphoria	Calvin Klein	2014.0		Bruno Jovanovic	{'Synthetic': '16', 'Sweet': '29', 'Fruity': '37', 'Fresh': '34', 'Floral': '42'}	{'Feminine': '46', 'Classic': '9', 'Modern': '32'}	{'Winter': '5', 'Fall': '16', 'Summer': '39', 'Spring': '48'}	{'Daily': '45', 'Sport': '9', 'Leisure': '40', 'Night Out': '10', 'Business': '35', 'Evening': '11'}	Cherry blossom, Mandarin orange, Bergamot	Rose, Lilac, Violet	Sandalwood, Bamboo, Musk		https://media.parfumo.com/perfume_social/c9/c9f1ef-endless-euphoria-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Endless_Euphoria	158
P_09050	I Want Choo	Jimmy Choo	2020.0		Sonia Constant,Antoine Maisondieu,Louise Turner	{'Synthetic': '28', 'Sweet': '75', 'Gourmand': '12', 'Fruity': '69', 'Fresh': '13', 'Creamy': '12', 'Floral': '54'}	{'Feminine': '76', 'Classic': '15', 'Modern': '45'}	{'Winter': '33', 'Fall': '54', 'Summer': '40', 'Spring': '73'}	{'Daily': '51', 'Leisure': '55', 'Night Out': '52', 'Business': '32', 'Evening': '44'}	Peach, Mandarin orange juice	Jasmine sambac, Red spiderlily	Vanilla, Benzoin		https://media.parfumo.com/perfume_social/46/46a3f6-i-want-choo-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/i-want-choo	263
